,categorie,nom_recette,ingredients,preparation,nb_etape
679,dessert,'The' Sachertorte (Autriche) ,"['7 oeuf', ' 150 g de beurre mou + 30 g pour le moule ', ' 150 g de chocolat noir corsé ', ' 150 g de farine', ' 200 g de sucre en poudre', ' 250 g de confiture dabricot', ' 150 g de chocolat noir', ' 40 g de sucre glace', ' 30 g de beurre mou ']"," Le gâteau : Séparez les blancs des jaunes d'oeufs.  Fouettez les jaunes avec 150 g de sucre en poudre et le beurre mou, jusqu'à ce que le mélange blanchisse.  Faites fondre le chocolat à feu doux avec une cuillère d'eau.  Incorporez le chocolat fondu et refroidi aux jaunes d'oeufs.  Battez les blancs en neige ferme, en incorporant le reste de sucre en fin d'opération.  Ajoutez alternativement la farine et les blancs d'oeufs à la préparation au chocolat.  Versez la pâte dans un moule rond beurré et fariné. Faites cuire 60 min à thermostat 6 (180°C). Le nappage et le fourrage : Au sortir du four, démoulez le gâteau. Coupez-le en deux dans le sens de l'épaisseur.  Tartinez une moitié de gâteau avec la confiture d'abricot. Rassemblez les deux moitiés du gâteau.  Recouvrez le dessus et les côtés du gâteau avec de la confiture.  Dans une casserole, faites dissoudre le sucre glace dans deux cuillerées d'eau. Ajoutez le chocolat et le beurre. Faites fondre à feu doux. Mélangez bien.  Etalez le nappage sur le dessus et les côtés du gâteau. Travaillez rapidement car le nappage durcit vite.",14
680,dessert,Nid de Pâques,"['1 cuillère à soupe de café fort ', ' 150 g de chocolat noir amer ', ' 4 oeuf', ' 100 g de sucre en poudre', ' 100 g de beurre', ' 2 cuillère à soupe de farine', ' oeuf de pâques en chocolat', ' des petits sujets en sucre de couleur ex : des petits oeufs en sucre ']"," Préchauffez le four à 180°C (th 6), et beurrrez un moule en forme de couronne.  Dans un saladier, mélangez les jaune d'oeufs avec le sucre jusqu'à ce que le mélange devienne jaune paille.  Pendant ce temps, faites fondre le chocolat au bain-marie avec le café.  Quand le chocolat est mou, ajoutez le beurre en petits morceaux, laissez fondre, puis mélangez à la fouchette pour obtenir une pâte bien lisse.  Ajoutez ce mélange à la préparation aux oeufs, puis incorporez la farine tamisée.  Battez les blancs en neige bien ferme et incorporez-les délicatement à la préparation.  Versez la pâte dans le moule, jusqu'aux deux tiers de la hauteur. Glissez dans le four et laissez cuire 25 à 30 min.  Surveillez la cuisson, en couvrant le gâteau de papier d'aluminium si le dessus à tendance à dorer un peu trop.  Démoulez sur un plateau, et laissez le gâteau refroidir complétement.  Garnissez le centre de petits oeufs et de sujets en sucre colorés.  Servez ainsi, ou accompagnez d'une crème anglaise parfumée au café ou à la vanille.",11
684,dessert,Tarte aux prunes,"['1 pâte brisée toute faite ', ' 1 kg de prune', ' 1 cuillère à soupe de beurre mou pour le moule ', ' 100 g de sucre', ' 2 cuillère à soupe de farine', ' 3 oeuf', ' 20 cl de crème fraîche un petit berlingot ']"," Préchauffer le four à 180°C (thermostat 6).Piquer le fond de la tarte après l'avoir mise dans un moule. Mettre les demi-prunes sur le fond de la tarte. Battre les oeufs avec le sucre, la farine et la crème. Verser sur les prunes, et cuire 1/2 heure environ.",4
688,dessert,Muffins à la banane,"['3 banane', ' 75 g de sucre blanc ', ' 1 oeuf', ' 1 cuillère à café de bicarbonate', ' 1 cuillère à café de levure', ' 1/2 cuillère à café de sel', ' 150 g de farine', ' 70 g de beurre fondu ']"," Ecraser les bananes. Ajouter le sucre et l'oeuf légèrement battu. Ajouter le beurre fondu, puis les ingrédients secs (farine, levure, bicarbonate). Placer dans des moules à muffin. Cuire à 190°C pendant 20 min.",3
692,dessert,Moelleux au chocolat avec glaçage de Vaness,"['150 g de farine avec levure incorporée ', ' 140 g de sucre', ' 150 g de chocolat noir', ' 4 oeuf', ' 25 cl de crème fraîche', ' 1 sachet de sucre vanillé', ' 1 tablette de chocolat noir 200 g ', ' 50 g de beurre']"," Casser le chocolat en petits morceaux et les faire fondre avec un peu d'eau dans une casserole à feu doux. Quand tout est fondu y incorporer un a un délicatement les oeufs avec un fouet puis ajouter le sucre et le sucre vanillé. Verser la farine puis la crème fraîche et mélanger. Beurrer et fariner un moule et y verser la pâte. Cuire au four à 180°C (thermostat 6) pendant 30 min, la cuisson est bonne quand vous plantez un couteau au milieu et qu'il ressort propre! Pour le glaçage faire fondre à feu très doux le chocolat et y ajouter le beurre. Le glaçage est prêt quand il devient brillant. Verser délicatement le glaçage sur le gâteau et l'étaler avec une spatule puis mettre le tout au réfrigérateur et ensuite régalez-vous!",5
700,dessert,Crumble pomme chocolat,"['4 pomme', ' 200 g de sucre', ' 200 g de farine', ' 150 g de beurre', ' 12 carré de chocolat']"," Préchauffer le four à 180°C (thermostat 6). Eplucher les pommes, les couper en lamelles et les disposer dans un plat qui va au four. Mélanger la farine, le sucre et le beurre (ramolli au préalable 30 secondes au micro-ondes) dans un grand récipient jusqu'à obtenir une sorte de pâte. Planter les carreaux de chocolat dans les pommes et saupoudrer de la pâte obtenue. Mettre le plat au four durant 20 minutes.",5
703,dessert,Glaçage au chocolat pour éclairs,"['100 g de chocolat pâtissier', ' 50 g de sucre glace', ' 30 g de beurre', ' 2 cuillère à soupe deau facultatif ']"," Faire fondre le chocolat avec l'eau dans une petite jatte au micro-ondes à puissance basse (pour éviter qu'il ne brûle) Ajouter le beurre et mélanger à la spatule jusqu'à ce qu'il soit incorporé et que la préparation devienne lisse. Ajouter le sucre glace et continuer à mélanger assez rapidement. Dès que la préparation est homogène, lisse et onctueuse, vous pouvez napper vos éclairs et vos religieuses.",4
705,dessert,Sorbet aux framboises,"['300 g de framboise surgelées ', ' 50 g de sucre', ' 1 blanc doeuf']"," Passer environ 1 min les framboises au micro-ondes (afin qu'elles se mélangent facilement dans le blender). Elles seront encore un peu surgelées ce qui est normal et il faut qu'elles le soient. Passer tous les ingrédients au mixeur blender, arrêter régulièrement le blender afin de tasser les framboises pour aider le mixeur a bien tout mélanger. Une fois le mélange bien homogène, le mettre dans un tupperware et au congélateur jusqu’à obtention de la consistance souhaitée.",4
706,dessert,Mantecados (petits gâteaux espagnols),"['1 kg de farine', ' 400 g de sucre', ' 1 zeste de citron', ' 50 cl dhuile', ' cannelle en poudre ']"," Préchauffez le four à 180°C le temps de préparer la pâte.  Mettre la farine dans un grand saladier. Faire un trou au centre et y ajouter l'huile, le sucre et le zeste de citron. Mélanger avec les mains jusqu'à l'obtention d'une pâte compacte mais malléable. Faire de petites boules. Sur la plaque du four, disposer du film de cuisson et y disposer les boules de pâtes. Faire cuire 30minutes à 150°C, à mi-hauteur. En fin de cuisson saupoudrer les mantecados de cannelle. Laissez refroidir un peu & dégustez.",7
711,dessert,Gâteau Chocolat-After Eight,"['100 g de beurre', ' 100 g de chocolat noir', ' 15 after eight confiserie à la menthe', ' enrobée de chocolat ', ' 3 cuillère à soupe de crème liquide', ' 1 cuillère à soupe de farine', ' 4 oeuf entiers ']"," Faire fondre le beurre et le chocolat noir ensemble. Quand le mélange est fondu, rajouter les After-Eight et les faire fondre avec le mélange. Mettre les 4 œufs dans un saladier et les battre avec un fouet. Incorporer le mélange chocolat After-Eight et rajouter la crème liquide et la farine. Préchauffer votre four 5 min à 200°C (thermostat 6-7). Une fois bien remué, verser le contenu du saladier dans un plat (en céramique de préférence) et enfourner 40 min à 180°C (thermostat 6). Vérifier à la pointe d'un couteau la cuisson au bout de 40 min. Laisser reposer et déguster !",8
714,dessert,Crème pâtissière facile,"['50 cl de lait', ' 2 oeuf', ' 30 g de farine', ' 80 g de sucre']"," Faire bouillir le lait avec le parfum choisi (vanille ou autre). Battre les oeufs et le sucre, ajouter la farine. Verser dessus le lait chaud. Remettre à feu doux pour faire épaissir en remuant très soigneusement pendant 5 à 10 min. Arrêter la cuisson dès les premiers bouillonnements.",5
720,dessert,Chouquettes,"['25 cl deau', ' 100 g de beurre doux', ' 150 g de farine', ' 1 cuillère à soupe rase de sucre semoule', ' 1/2 cuillère à café de sel', ' 1/2 cuillère à café de levure chimique', ' 1 sachet de sucre vanillé', ' 3 oeuf', ' sucre perlé ']"," Mettre l'eau et le beurre dans une casserole et porter à ébullition. Lorsque le mélange bout, retirer la casserole du feu et ajouter d'un seul coup la farine avec le sel et la levure. Mélanger à l'aide d'une spatule jusqu'à ce que la pâte se décolle toute seule des bords de la casserole et ne fasse plus qu'une masse. Laisser refroidir quelques instants. Ajouter le sucre, puis le premier oeuf et fouetter énergiquement jusqu'à absorption complète de celui-ci par la pâte. Recommencer avec les 2 autres oeufs (cette opération peut se faire au batteur électrique). Préchauffer le four à 210°C (thermostat 7). Déposer sur une plaque beurrée ou recouverte de papier sulfurisé des cuillerées à café de pâte en les espaçant bien (2 plaques pour cette quantité). Ajouter des grains de sucre perlé sur chaque chou en les enfonçant légèrement dans la pâte. Mettre à cuire dans le four préchauffé à 210°C (thermostat 7) pendant 15 à 20 minutes (190°C suffisent pour un four à chaleur tournante).",9
729,dessert,Pudim (recette portugaise authentique),"['10 oeuf', ' 1 bol de sucre', ' 1 bol de lait', ' 5 cuillère à soupe de sucre', ' 20 cl deau pour le caramel ']"," Dans un grand saladier, bien mélanger tous les ingrédients dans l'ordre œuf/sucre/lait. Préparer un caramel dans une casserole avec les 5 cuillères de sucre et un peu d'eau. Verser le caramel dans un moule à gâteau. Il faut napper tous les bords. Verser la préparation œufs/sucre/lait. Poser ce moule dans un autre plus grand et rempli d'eau. Ce pudim se cuit au bain marie au four à 180°C (thermostat 6). Ceci peut être plus ou moins long selon les fours. Il faut surveiller la cuisson en plantant un couteau : s'il ressort complètement sec, c'est que c'est prêt. Attendre un peu avant de démouler dans un joli plat puis mettre au frigo. Il se mange bien froid.",11
733,dessert,Tamales à la banane (tex-mex),"['80 g de margarine', ' 170 g de farine de maïs type maïzena ou de riz ', ' 130 g de lait concentré sucré', ' 1 oeuf', ' 1 cuillère à café rase de levure chimique', ' 1 banane suivant la taille ', ' 1 carré de chocolat râpé ', ' 1 cuillère à café rase de cannelle', ' goutte de jus de citron']"," Battez la margarine en pommade avec la levure. Ajoutez l'oeuf et un peu de lait concentré sucré en continuant à battre. Continuez d'ajouter le lait concentré petit à petit, puis la farine petit à petit en battant toujours. Vous devriez obtenir une sorte de crème bien épaisse que vous réservez de côté. Dans un bol, coupez la banane en petits dés (environ 5 mm de côté), mélangez avec un peu de citron pour éviter l'oxydation. Ajoutez le chocolat et la cannelle, mélangez bien. Coupez une bande de papier sulfurisé ou aluminium d'environ 10 cm de large. A une extrémité, déposez une bonne cuillère à soupe de pâte à tamales et étalez la en un carré d'environ 10 cm de côté sur 5mm d'épaisseur avec le dos d'une cuillère trempée dans l'eau. Déposez une cuillère à café de farce à la banane et repliez le tout en un triangle. Continuez d'enrouler le triangle dans le papier comme si vous faisiez un samossa. Si vous n'y arrivez pas, faites des petites papillotes carrées, c'est tout aussi bon. Procédez de même avec le reste de la pâte et de la farce. Vous devriez obtenir au moins douze tamales. Cuire les tamales 30 minutes au cuit-vapeur. N'ayant pas de cuit-vapeur, je transforme une barquette de cuisson en aluminium en panier vapeur en le trouant à la fourchette. Je verse de l'eau au fond d'une casserole où je place le ""panier"" en équilibre sur le rebord. Je couvre, c'est presque aussi efficace.",17
737,dessert,Pim's géant,"['150 g de farine', ' 120 g de sucre en poudre', ' 3 oeuf', ' 1 pincée de sel', ' 5 petite cuillère deau chaude ', ' 5 cuillère à soupe de confiture orange ou framboise ou de gelée ', ' 150 g de chocolat à pâtisserie ', ' 20 cl de crème fraîche']"," Préchauffer le four à 180°C (thermostat 6). 1ère phase : battre les jaunes d'oeufs avec l'eau sucre jusqu'à ce que je mélange devienne mousseux. Ajouter le sucre et continuer de battre le mélange pour qu'il blanchisse. Ajouter le sel et la farine délicatement pour éviter les grumeaux, avec un fouet. Battre les blancs en neige puis les intégrer petit à petit au mélange. Verser le tout dans un plat rond, beurré (pour pouvoir démouler le gâteau) haut de 4 cm au moins. Enfourner le plat dans le four et laisser cuire pendant 20 à 25 minutes environ. 2ème phase : Laisser refroidir le gâteau. Couper au milieu dans le sens horizontal. Tartiner les deux côtés intérieurs du gâteau de la confiture et ""recoller"" les deux parties. 3ème phase : faire fondre le chocolat. Mélanger le chocolat fondu avec la crème. Recouvrir le gâteau du chocolat mélangé à la crème et mettre au frigo. A déguster quand le chocolat aura un peu durci !",11
739,dessert,Fiadone (Corse),"['1 brocciu brousse fromage frais de brebis de 500 g ', ' 5 oeuf', ' 150 g de sucre en poudre', ' 1 zeste de citron']"," Passer le brocciu au presse-purée. Mélanger avec les oeufs (sans les battre), le sucre, puis rajouter le zeste de citron. Mettre la préparation dans un plat rectangulaire préalablement beurré ou un plat en aluminium jetable (plus pratique). Faire cuire à four chaud jusqu'à ce que le gâteau soit bien doré. Laisser refroidir complètement, ne pas démouler, mais découper des parts (4 cm X 4 cm) directement dans le plat, à présenter sur un plat de service puis à conserver au frais. NB: Ce gâteau ne gonfle pas et ne doit pas être très épais (maxi 4 cm).",5
746,dessert,Gâteau au chocolat au Petits Lu,"['250 g de beurre', ' 2 paquet de petit beurre lu ', ' 150 g de sucre', ' 2 oeuf', ' 1 tablette de chocolat pâtissier']"," - Commencer par broyer les deux paquets de petits beurre à l'aide d'un mixeur (ne pas broyer trop fin, conserver des gros morceaux qui créeront le ""croquant"" du gâteau)  - Faire fondre le chocolat et le beurre dans une casserole (feu doux) - Dans un saladier mélanger les deux oeufs entiers et le sucre en poudre. - Mélanger ensuite les petits beurre, le mélange sucre/oeufs et le chocolat/ beurre fondu - Disposer dans un moule à cake et mettre au frigidaire pendant quelques heures (préparer le gâteau la veille pour le lendemain ou le matin pour le soir)  - C'est fini et c'est un véritable régal... à consommer avec modération mais c'est dur de résister !",6
750,dessert,Mini donuts à la machine,"['300 g de farine', ' 50 g de sucre', ' 2 jaune doeuf', ' 50 g de beurre fondu ', ' 150 ml de lait', ' 1.5 cuillère à café de levure de boulangerie ']"," Mélanger la farine, le sucre et la levure. Ajouter le beurre, les jaunes d'oeufs et le lait jusqu'à obtenir une pâte assez épaisse et homogène. Laisser pauser à température ambiante pendant une heure. Faire chauffer l'appareil à mini donuts. Huiler les moules. Mettre la pâte dans les moules (environ une cuillère à soupe) et laisser cuire jusqu'à ce que les mini donuts soient cuits (environ 5 min). Vous pouvez déguster nature ou avec un glaçage.",7
751,dessert,Pasteis de nata (petits flans portugais),"['500 g de farine', ' 25 cl deau', ' 10 g de sel', ' 50 g de sucre', ' 400 g de beurre', ' 1/2 l de lait entier', ' 1/2 l de crème', ' 15 jaune doeuf', ' 250 g de sucre', ' 2 cuillère à café damidon de maïs ', ' 1 citron le zeste ', ' 1 bâton de cannelle']"," Matériel : des petits moules Préparer une pâte feuilletée avec les ingrédients ci-dessus. Laisser reposer 2 heures au froid. Préparer un plan de travail et un rouleau bien fariné, étaler la pâte en un rectangle le plus fin possible et couper dans le sens de la longueur en trois morceaux égaux. Enrouler chaque morceau dans le sens de la longueur pour obtenir un long rouleau. Le couper en tronçons de 3 cm. Dans chaque moule, mettre un tronçon et l'étirer à l'aide des pouces humidifiés jusqu'au rebord. Laisser sécher à l'air libre pour que la pâte ne rétrecisse pas à la cuisson. Pendant ce temps préparer la crème. Pour la crème: mélanger tous les ingrédients dans une casserole et faire épaissir à feu doux sans cesser de remuer. Filtrer immédiatement à l'aide d'une passoire fine dans un récipient froid. Battre au fouet jusqu'à tiédir l'appareil. Remplir les moules. Cuire quelques instants à four très chaud (300°C, ou 250°C au minimum), pour que la crème se colore rapidement sans bouillir. Il est normal que des bulles brûlées apparaissent à la surface des gâteaux. Consommer froids, ou tièdes (c'est meilleur), natures, saupoudrés de cannelle ou de sucre glace.",8
759,dessert,Cornets (pour glaces),"['2 oeuf', ' 5 cuillère à soupe de sucre en poudre', ' 3 cuillère à soupe de farine', ' beurre']"," Fouetter les oeufs et le sucre jusqu'à l'obtention d'un mélange mousseux. Incorporer peu à peu la farine en tournant sans cesse.  Préchauffer le four à 180°C(thermostat 6).  Y mettre une tôle à pâtisserie le temps qu'elle chauffe.  La ressortir ensuite, la beurrer, disposer le quart de la pâte dessus. Enfourner pendant 15 min. Sortir du four, rouler en forme de cornet (s), réenfourner 8 min de plus. Ressortir du four une derrière fois, poser dans un (des) verre(s) pour qu'il(s) garde forme.  Répéter l'opération jusqu'à avoir utilisé toute la pâte.",5
760,dessert,Flognarde (clafoutis auvergnat aux poires),"['6 poire', ' 60 g de farine', ' 150 g de sucre en poudre', ' 3 oeuf', ' 30 cl de lait', ' 25 cl de crème liquide', ' beurre']"," Fouettez les oeufs entiers avec 130 g de sucre au batteur électrique ou vigoureusement à la main. Tamisez la farine et incorporez-la à la pâte, mélangez puis ajoutez le lait et la crème fraîche liquide. Réservez au frais. Pelez, épépinez et coupez les poires en lamelles. Beurrez un moule rectangulaire, saupoudrez-le du sucre restant. Répartissez les lamelles de poires sur le fond puis versez la pâte dessus. Faites cuire 45 min au four à 180°C (thermostat 6).",7
763,dessert,Fondant au chocolat et aux noix,"['125 g de chocolat noir', ' 125 g de beurre', ' 3 oeuf', ' 130 g de sucre', ' 60 g de farine', ' 70 g de cerneau de noix']"," Préchauffer le four à 210°C (thermostat 7). Faire fondre le chocolat et le beurre au bain-marie.  Dans un récipient, mettre le sucre et les oeufs. Fouetter, puis y ajouter le chocolat et le beurre. Mélanger la farine et les cerneaux de noix concassés ensemble et ajouter le tout à la préparation. Prendre des petits moules et les beurrer, ou une plaque de plusieurs moules en silicone, puis y verser la préparation. Mettre au four pendant 8 min (pas plus). Servir tiède avec une petite crème anglaise.",7
764,dessert,Tarte aux kiwis,"['250 g de farine', ' 1 pincée de sel', ' 125 g de sucre', ' 125 g de beurre mou ', ' 1 oeuf', ' 4 oeuf', ' 5 cl de crème fraîche', ' 100 g de sucre', ' 1/2 jus de citron', ' 4 kiwi']"," Préparer la pâte et laisser reposer le temps de faire la garniture.  Mélanger les oeufs entiers, la crème, le sucre et le jus de citron.  Mettre la pâte dans un plat à tarte et recouvrir de la crème. Y déposer les kiwis en rondelles. Faire cuire 30 à 35 min à four chaud (thermostat 7/210°C).",3
769,dessert,Confiture de myrtilles fraîches ou surgelées,"['500 g de myrtille fraîches ou surgelées ', ' 400 g de sucre cristallisé ', ' 2 verre deau']"," Mettez dans votre marmite 400g de sucre cristallisé et deux verres d'eau. Faites bouillonner quelques minutes, juste le temps de dissoudre le sucre. Ajoutez les myrtilles, portez à ébullition et laissez frissonner doucement une vingtaine de minutes. Eteignez le feu. Laissez refroidir. Testez la consistance. Si elle vous convient, remettez à chauffer et éteignez le feu dès l'ébullition. Empotez aussitôt. Si vous trouvez la confiture trop liquide, refaites cuire quelques minutes. Attention : c'est une fois refroidie que l'on a la vraie consistance de la confiture car lorsqu'elle est chaude, elle paraît liquide. Les myrtilles ne doivent pas être sèches et compactes, mais bien entourées de sirop.",2
771,dessert,Compote light pommes kiwi à la cannelle,"['10 pomme type boskoop ', ' 4 kiwi mûrs ', ' cannelle']"," Pelez et coupez en cubes les pommes. Pelez et coupez en rondelles les kiwis. Mettez les fruits dans une grande casserole anti-adhésive. Saupoudrez largement de cannelle. Ajoutez un peu d'eau, mélangez bien pour enrober les fruits de cannelle. Laissez compoter à feu doux 30 minutes, en rajoutant de l'eau si nécessaire. En fin de cuisson, écrasez les morceaux avec un presse-purée ou une fourchette. Servez tiède ou frais.",8
774,dessert,Sorbet au melon,"['550 g de melon bien mûr ', ' 15 cl deau', ' 150 g de sucre', ' 1 citron', ' 2 melon', ' blanc doeuf en neige ']"," Découper les melons en 2, les épépiner, puis extraire leur chair et la passer au mixeur. Préparer ensuite un sirop en portant à ébullition l’eau et le sucre dans une casserole. Laisser cuire 2 minutes après ébullition, puis le retirer du feu une fois qu’il a pris la consistance voulue. Le laisser refroidir, puis l’incorporer à la purée de melon avec le jus du citron pressé. Facultatif : ajouter les blancs d'oeufs montés en neige pour un résultat plus onctueux.  Verser la préparation dans une sorbetière, laisser prendre, puis servir éventuellement les sorbets dans des demi-melons épépinés.",5
780,dessert,Gâteau d'anniversaire en forme de papillon,"['6 oeuf', ' 100 g de farine', ' 150 g de sucre', ' 200 g de chocolat pâtissier', ' 180 g de beurre', ' 100 g de chocolat', ' 20 cl de crème fraîche', ' 30 g de beurre dans une casserole à feu doux. ']"," Mélangez les œufs avec le sucre puis la farine petit à petit. Faire fondre le beurre avec le chocolat et l'ajouter à la préparation pour obtenir une consistance lisse. Verser dans un moule de forme ronde et enfourner 20 min à 180°C. Démouler une fois refroidi puis procéder à la découpe. Pour la découpe : il faut couper le gâteau en deux, en déviant au milieu pour récupérer un losange de gâteau, qui fera le corps du papillon. Ensuite, on dispose sur le plat de service le corps du papillon (le losange donc) et les deux moitiés de gâteau, de chaque côté, pour faire les ailes. Appliquer ensuite un glaçage bien lisse et finir par la décoration avec toute sorte de bonbons...",7
797,dessert,Compote de pommes miel - cannelle,"['2 pomme', ' 2 cuillère à café de miel', ' 2 cuillère à soupe de crème liquide allégée ', ' cannelle', ' 10 g de beurre']"," Coupez les pommes en petits dés, les mettre à cuire dans le beurre.  Ajoutez le miel et la crème quand elles sont dorées.  Ajoutez la cannelle selon votre goûts.  Laissez mijoter encore 5 mn.  Passez le tout au mixer, servez dans des jolis verres et mettre deux heures au frais.  C'est prêt !",6
811,dessert,Crumble aux prunes,"['125 g de beurre', ' 125 g de farine', ' 100 g de sucre', ' 400 g de prune tout dépend de leur taille et du plat ']"," Mélanger le beurre et la farine du bout des doigts (ou à la fourchette), de façon à faire une sorte de sable.  Ajouter le sucre et mélanger.  Faire chauffer le four, à 180°C (thermostat 6).  Mettre les prunes denoyautées et coupées en 2 au fond du plat, et recouvrir avec la pâte.  Pour des invités, il est plus judicieux de faire des ramequins ou des portions, plus faciles à servir.  Quand le dessus est doré, c'est cuit.",6
812,dessert,Compote pomme banane,"['2 pomme golden ', ' 1 banane', ' 3 sachet de sucre vanillé']"," Eplucher les pommes et les couper en petits dés.  Couper la banane en rondelles.  Mettre le tout dans une casserole avec 1 verre d'eau.  Ajouter les 3 sachets de sucre vanillé, et laisser mijoter pendant 1 heures.  Remuer régulièrement et rajouter de l'eau si besoin.  Après la cuisson, écraser les fruits cuits, laisser refroidir et déguster.",6
817,dessert,Pain perdu roulé au Nutella,"['12 tranche de pain de mie complet ', ' 12 cuillère à café de nutella', ' 2 oeuf', ' 10 cl de lait', ' 1 sachet de sucre vanillé', ' 4 cuillère à soupe dhuile neutre arachide de préférence ']"," Retirer les bords des tranches de pain de mie.  Ecraser chaque tranche à l'aide d'un rouleau à pâtisserie. Déposer 1 cuillère à café de nutella sur le bord de chaque tranche de pain. Attention à ne pas en mettre partout, il ne faut pas que ça déborde. Enrouler le pain de mie sur lui-même en serrant bien.  Réserver dans une assiette creuse ou un plat assez grand pour pouvoir disposer les roulés les uns à côté des autres, sans les superposer ni les faire se toucher.  Dans un bol, mélanger les oeufs, le lait et le sucre vanillé.  Verser la préparation sur les roulés (ne pas laisser reposer). Faire chauffer de l'huile dans une poêle et y plonger les roulés pour les faire dorer.  Egoutter sur du papier absorbant.",9
820,dessert,Twix géant,"['200 g de farine', ' 100 g de beurre', ' 100 g de sucre en poudre', ' 600 g de lait concentré sucré', ' 125 g de beurre', ' 250 g de chocolat au lait']"," Pour le biscuit : Mélanger le beurre avec le sucre, ajouter la farine et mélanger jusqu'à avoir des miettes.  Mettre la pâte dans un plat chemisé de papier sulfurisé, sans trop la tasser sinon elle devient beaucoup trop dure à manger.  Enfourner pendant environ 40 min à 160°C (th 5-6), puis laisser refroidir. Pour la sauce :  Mettre le lait concentré et le beurre dans une casserole, et porter à ébullition en tournant.  Baisser le feu, et continuer à tourner jusqu'à obtenir une couleur brun clair. Verser la sauce sur le biscuit, puis laisser refroidir. Nappage :  Faire fondre le chocolat à feu doux, mettre le chocolat sur le gâteau. Laisser refroidir et mettre au réfrigérateur, couper en petites parts.",9
830,dessert,Tarte Bounty (choco-coco),"['1 pâte sablée ou brisée. ', ' 150 g de noix de coco en poudre ', ' 150 g de beurre', ' 150 g de sucre semoule', ' 3 oeuf', ' 20 cl de crème fraîche liquide une briquette ', ' 150 g de chocolat noir extra ']"," Foncer un moule à tarte avec la pâte. La couvrir d'un papier d'alu et de haricots. Mettre à cuire 'à blanc' 10 mn. Mélanger la noix de coco, le sucre et le beurre mou, ainsi que les oeufs. Verser ce mélange sur la pâte. Remettre au four 30 mn. Faire fondre le chocolat et la crème, verser sur la tarte. Refroidir avant de déguster.",3
837,dessert,Croissants au chocolat,"['1 rouleau de pâte feuilletée', ' 10 carré de chocolat à pâtissier ', ' nutella ou autre pâte à tartiner ']"," Préchauffez votre four à 210°C (thermostat 7).  Déroulez votre pâte feuilletée, et tartinez-la de Nutella.  Puis, découpez des triangles dans la pâte...  Pour ma part, je fais une vingtaine de mini-mini croissants, mais tout dépend de vos goûts. Le Nutella peut être tartiné, après avoir découpé vos triangles ou avant.  Déposer 1/2 carré de chocolat, si vous faites des minis croissants, ou proportionnellement à la taille de vos croissants.  Vous pouvez les dorer avec un jaune d'oeuf, mais ils sont déjà très beau comme ça !! Placez au four.  Ils ne reste plus qu'à les déguster, ils sont meilleurs quand ils ont un peu refroidis donc soyez patient!",7
840,dessert,'Brownies' au chocolat blanc et noix de coco ,"['100 g de beurre ramolli ', ' 200 g de chocolat blanc', ' 120 g de noix de coco rapée', ' 80 g de sucre', ' 60 g de farine', ' 2 oeuf']"," Beurrer et fariner un moule à gâteau carré de 20 cm de côté.  Mélanger le beurre ramolli et le sucre jusqu'à ce que le mélange soit homogène.  Ajouter un oeuf, mélanger, puis ajouter la farine. Ajouter le 2ème oeuf et remélanger.  Faire fondre le chocolat blanc avec un peu de lait au micro-ondes.  Ajouter le chocolat fondu au mélange précédent et enfin ajouter la noix de coco râpée. Bien mélanger.  Verser le mélange dans le moule et l'étaler régulièrement. Cuire au four pendant 30 mn à 160°C.  Sortir le gâteau du four et laisser refroidir quelques minutes. Le démouler sur une grille une fois refroidi.  Couper le gâteau en carrés de 5 cm.  C'est prêt !",9
843,dessert,Beurre Salé au Caramel,"['100 g de sucre semoule', ' 50 g de beurre salé ', ' 30 cl de crème fraîche en pot ']"," Faire un caramel avec le sucre uniquement.  Une fois le caramel bien coloré, ajouter hors du feu, les 50 g de beurre salé. Bien faire fondre le beurre. Remettre la casserole sur le feu, et ajouter la crème fraîche.  Bien mélanger, et laisser sur le feu une bonne dizaine de minutes. Mettre la préparation dans un pot à confiture... La pâte s'épaissit en refroidissant. Conserver au frais.",5
845,dessert,Far nature,"['125 g de farine', ' 100 g de sucre', ' 4 oeuf', ' 1/2 l de lait à température ambiante ', ' 1 pincée de sel', ' 1 noix de beurre', ' 1 cuillère à café de rhum brun ']"," Préchauffez votre four à 180°C (thermostat 6). Dans un saladier, mélanger la farine, le sucre et la pincée de sel. Ajouter les 4 oeufs entiers. Bien mélanger avec un fouet jusqu'à obtention d'une pâte lisse (aucun risque de grumeaux). Incorporer le lait petit à petit (ne pas s'inquièter de l'aspect ""liquide"" de la pâte ). Ajouter le rhum. Beurrer un plat ovale, verser la préparation. Mettre au four à pendant 40 min. Laisser refroidir et déguster.",7
